event_id,timestamp,event_type,username,source_ip,destination_ip,destination_port,protocol,action,success,country
EVT-0137,2026-08-22 13:29:00,authentication,admin01,10.0.1.12,,,,login,True,UK
EVT-0182,2026-08-22 13:30:00,authentication,jsmith,10.0.1.13,,,,login,True,UK
EVT-0078,2026-08-22 13:32:00,authentication,admin01,10.0.1.14,,,,login,True,UK
EVT-0299,2026-08-22 13:36:00,authentication,agarcia,10.0.1.13,,,,login,True,UK
EVT-0233,2026-08-22 14:06:00,authentication,mthomas,10.0.1.13,,,,login,True,UK
EVT-0101,2026-08-22 14:15:00,authentication,lwilson,10.0.1.10,,,,login,True,UK
EVT-0135,2026-08-22 14:15:00,authentication,agarcia,10.0.1.14,,,,login,True,UK
EVT-0042,2026-08-22 14:21:00,authentication,jsmith,10.0.1.10,,,,login,True,UK
EVT-0169,2026-08-22 14:28:00,authentication,lwilson,10.0.1.11,,,,login,True,UK
EVT-0491,2026-08-22 14:28:51,network,,10.0.1.12,10.0.2.10,443.0,TCP,connection,True,
EVT-0421,2026-08-22 14:37:04,network,,10.0.1.10,10.0.2.13,80.0,TCP,connection,True,
EVT-0550,2026-08-22 14:40:47,network,,10.0.1.11,10.0.2.13,443.0,TCP,connection,True,
EVT-0049,2026-08-22 14:46:00,authentication,admin01,10.0.1.14,,,,login,True,UK
EVT-0398,2026-08-22 14:48:18,network,,10.0.1.12,10.0.2.12,22.0,TCP,connection,True,
EVT-0232,2026-08-22 15:01:00,authentication,admin01,10.0.1.13,,,,login,False,UK
EVT-0564,2026-08-22 15:03:15,network,,10.0.1.10,10.0.2.13,22.0,TCP,connection,True,
EVT-0118,2026-08-22 15:07:00,authentication,agarcia,10.0.1.11,,,,login,True,UK
EVT-0321,2026-08-22 15:11:00,authentication,mthomas,10.0.1.10,,,,login,True,UK
EVT-0505,2026-08-22 15:33:11,network,,10.0.1.14,10.0.2.11,80.0,TCP,connection,True,
EVT-0669,2026-08-22 15:43:13,network,,10.0.1.12,10.0.2.13,22.0,TCP,connection,True,
EVT-0011,2026-08-22 15:53:00,authentication,admin01,10.0.1.12,,,,login,True,UK
EVT-0176,2026-08-22 15:56:00,authentication,lwilson,10.0.1.10,,,,login,True,UK
EVT-0584,2026-08-22 16:05:02,network,,10.0.1.11,10.0.2.13,80.0,TCP,connection,True,
EVT-0640,2026-08-22 16:05:41,network,,10.0.1.14,10.0.2.13,53.0,TCP,connection,True,
EVT-0174,2026-08-22 16:17:00,authentication,admin01,10.0.1.13,,,,login,True,UK
EVT-0258,2026-08-22 16:19:00,authentication,mthomas,10.0.1.13,,,,login,False,UK
EVT-0393,2026-08-22 16:47:30,network,,10.0.1.11,10.0.2.11,80.0,TCP,connection,True,
EVT-0594,2026-08-22 17:16:52,network,,10.0.1.11,10.0.2.10,443.0,TCP,connection,True,
EVT-0529,2026-08-22 17:18:36,network,,10.0.1.12,10.0.2.10,53.0,TCP,connection,True,
EVT-0635,2026-08-22 17:19:15,network,,10.0.1.10,10.0.2.10,443.0,TCP,connection,True,
EVT-0412,2026-08-22 17:23:39,network,,10.0.1.11,10.0.2.11,53.0,TCP,connection,True,
EVT-0359,2026-08-22 17:30:15,network,,10.0.1.13,10.0.2.12,443.0,TCP,connection,True,
EVT-0235,2026-08-22 17:37:00,authentication,admin01,10.0.1.12,,,,login,True,UK
EVT-0355,2026-08-22 17:39:34,network,,10.0.1.10,10.0.2.11,53.0,TCP,connection,True,
EVT-0217,2026-08-22 17:46:00,authentication,mthomas,10.0.1.13,,,,login,True,UK
EVT-0420,2026-08-22 17:46:01,network,,10.0.1.13,10.0.2.12,22.0,TCP,connection,True,
EVT-0543,2026-08-22 17:46:44,network,,10.0.1.11,10.0.2.13,22.0,TCP,connection,True,
EVT-0730,2026-08-22 18:00:00,authentication,mthomas,203.0.113.11,,,,login,False,UK
EVT-0731,2026-08-22 18:01:00,authentication,mthomas,203.0.113.11,,,,login,False,UK
EVT-0732,2026-08-22 18:02:00,authentication,mthomas,203.0.113.11,,,,login,False,UK
EVT-0546,2026-08-22 18:52:07,network,,10.0.1.13,10.0.2.11,443.0,TCP,connection,True,
EVT-0362,2026-08-22 19:25:08,network,,10.0.1.12,10.0.2.10,80.0,TCP,connection,True,
EVT-0534,2026-08-22 19:29:31,network,,10.0.1.12,10.0.2.10,22.0,TCP,connection,True,
EVT-0410,2026-08-22 19:44:15,network,,10.0.1.10,10.0.2.10,443.0,TCP,connection,True,
EVT-0561,2026-08-22 20:05:40,network,,10.0.1.14,10.0.2.11,80.0,TCP,connection,True,
EVT-0481,2026-08-22 20:10:08,network,,10.0.1.12,10.0.2.12,80.0,TCP,connection,True,
EVT-0628,2026-08-22 21:10:56,network,,10.0.1.13,10.0.2.13,443.0,TCP,connection,True,
EVT-0539,2026-08-22 22:01:07,network,,10.0.1.11,10.0.2.13,443.0,TCP,connection,True,
EVT-0535,2026-08-22 22:40:42,network,,10.0.1.12,10.0.2.10,443.0,TCP,connection,True,
EVT-0492,2026-08-22 23:08:40,network,,10.0.1.12,10.0.2.11,80.0,TCP,connection,True,
EVT-0519,2026-08-22 23:26:45,network,,10.0.1.13,10.0.2.13,53.0,TCP,connection,True,
EVT-0661,2026-08-22 23:48:33,network,,10.0.1.12,10.0.2.10,53.0,TCP,connection,True,
EVT-0572,2026-08-23 00:00:02,network,,10.0.1.10,10.0.2.11,22.0,TCP,connection,True,
EVT-0673,2026-08-23 00:52:39,network,,10.0.1.13,10.0.2.10,22.0,TCP,connection,True,
EVT-0454,2026-08-23 01:31:11,network,,10.0.1.14,10.0.2.10,22.0,TCP,connection,True,
EVT-0403,2026-08-23 01:33:31,network,,10.0.1.11,10.0.2.13,80.0,TCP,connection,True,
EVT-0414,2026-08-23 01:58:30,network,,10.0.1.14,10.0.2.11,53.0,TCP,connection,True,
EVT-0379,2026-08-23 02:19:30,network,,10.0.1.10,10.0.2.12,80.0,TCP,connection,True,
EVT-0418,2026-08-23 02:31:05,network,,10.0.1.14,10.0.2.13,22.0,TCP,connection,True,
EVT-0621,2026-08-23 02:52:11,network,,10.0.1.13,10.0.2.12,80.0,TCP,connection,True,
EVT-0415,2026-08-23 03:55:50,network,,10.0.1.10,10.0.2.13,80.0,TCP,connection,True,
EVT-0484,2026-08-23 04:31:38,network,,10.0.1.14,10.0.2.11,443.0,TCP,connection,True,
EVT-0700,2026-08-23 04:50:02,network,,10.0.1.13,10.0.2.12,22.0,TCP,connection,True,
EVT-0507,2026-08-23 05:27:25,network,,10.0.1.10,10.0.2.11,443.0,TCP,connection,True,
EVT-0425,2026-08-23 05:55:34,network,,10.0.1.11,10.0.2.12,22.0,TCP,connection,True,
EVT-0680,2026-08-23 06:14:43,network,,10.0.1.14,10.0.2.13,80.0,TCP,connection,True,
EVT-0069,2026-08-23 07:23:00,authentication,lwilson,10.0.1.11,,,,login,True,UK
EVT-0161,2026-08-23 07:43:00,authentication,lwilson,10.0.1.14,,,,login,True,UK
EVT-0357,2026-08-23 08:05:02,network,,10.0.1.14,10.0.2.12,53.0,TCP,connection,True,
EVT-0427,2026-08-23 08:19:29,network,,10.0.1.14,10.0.2.13,443.0,TCP,connection,True,
EVT-0075,2026-08-23 08:30:00,authentication,mthomas,10.0.1.13,,,,login,True,UK
EVT-0325,2026-08-23 08:41:00,authentication,admin01,10.0.1.10,,,,login,True,UK
EVT-0143,2026-08-23 09:00:00,authentication,mthomas,10.0.1.13,,,,login,True,UK
EVT-0145,2026-08-23 09:04:00,authentication,mthomas,10.0.1.10,,,,login,True,UK
EVT-0241,2026-08-23 09:05:00,authentication,jsmith,10.0.1.10,,,,login,True,UK
EVT-0303,2026-08-23 09:10:00,authentication,admin01,10.0.1.14,,,,login,True,UK
EVT-0010,2026-08-23 09:14:00,authentication,admin01,10.0.1.13,,,,login,True,UK
EVT-0116,2026-08-23 09:41:00,authentication,agarcia,10.0.1.10,,,,login,False,UK
EVT-0343,2026-08-23 09:43:00,authentication,mthomas,10.0.1.12,,,,login,True,UK
EVT-0237,2026-08-23 09:44:00,authentication,mthomas,10.0.1.14,,,,login,True,UK
EVT-0091,2026-08-23 09:48:00,authentication,admin01,10.0.1.12,,,,login,True,UK
EVT-0184,2026-08-23 09:54:00,authentication,admin01,10.0.1.14,,,,login,True,UK
EVT-0046,2026-08-23 09:54:00,authentication,jsmith,10.0.1.13,,,,login,True,UK
EVT-0281,2026-08-23 09:57:00,authentication,mthomas,10.0.1.10,,,,login,True,UK
EVT-0691,2026-08-23 10:08:39,network,,10.0.1.13,10.0.2.13,443.0,TCP,connection,True,
EVT-0354,2026-08-23 10:16:12,network,,10.0.1.14,10.0.2.12,53.0,TCP,connection,True,
EVT-0270,2026-08-23 10:22:00,authentication,lwilson,10.0.1.11,,,,login,True,UK
EVT-0345,2026-08-23 10:23:00,authentication,agarcia,10.0.1.10,,,,login,True,UK
EVT-0097,2026-08-23 10:29:00,authentication,mthomas,10.0.1.14,,,,login,True,UK
EVT-0110,2026-08-23 10:29:00,authentication,mthomas,10.0.1.14,,,,login,True,UK
EVT-0334,2026-08-23 10:38:00,authentication,jsmith,10.0.1.13,,,,login,True,UK
EVT-0399,2026-08-23 10:41:36,network,,10.0.1.11,10.0.2.10,53.0,TCP,connection,True,
EVT-0308,2026-08-23 10:45:00,authentication,mthomas,10.0.1.14,,,,login,True,UK
EVT-0455,2026-08-23 10:52:42,network,,10.0.1.10,10.0.2.10,443.0,TCP,connection,True,
EVT-0225,2026-08-23 10:57:00,authentication,admin01,10.0.1.12,,,,login,True,UK
EVT-0117,2026-08-23 11:01:00,authentication,agarcia,10.0.1.11,,,,login,True,UK
EVT-0015,2026-08-23 11:02:00,authentication,jsmith,10.0.1.13,,,,login,True,UK
EVT-0639,2026-08-23 11:19:50,network,,10.0.1.13,10.0.2.13,443.0,TCP,connection,True,
EVT-0685,2026-08-23 11:30:03,network,,10.0.1.14,10.0.2.10,443.0,TCP,connection,True,
EVT-0024,2026-08-23 11:41:00,authentication,lwilson,10.0.1.12,,,,login,True,UK
EVT-0627,2026-08-23 11:46:00,network,,10.0.1.10,10.0.2.13,443.0,TCP,connection,True,
EVT-0100,2026-08-23 12:15:00,authentication,mthomas,10.0.1.12,,,,login,True,UK
EVT-0119,2026-08-23 12:23:00,authentication,mthomas,10.0.1.14,,,,login,True,UK
EVT-0149,2026-08-23 12:37:00,authentication,mthomas,10.0.1.12,,,,login,True,UK
EVT-0274,2026-08-23 12:40:00,authentication,lwilson,10.0.1.13,,,,login,True,UK
EVT-0076,2026-08-23 12:50:00,authentication,admin01,10.0.1.11,,,,login,True,UK
EVT-0114,2026-08-23 12:53:00,authentication,mthomas,10.0.1.10,,,,login,True,UK
EVT-0098,2026-08-23 12:57:00,authentication,lwilson,10.0.1.14,,,,login,True,UK
EVT-0191,2026-08-23 13:03:00,authentication,jsmith,10.0.1.12,,,,login,True,UK
EVT-0460,2026-08-23 13:06:58,network,,10.0.1.10,10.0.2.11,53.0,TCP,connection,True,
EVT-0307,2026-08-23 13:09:00,authentication,jsmith,10.0.1.12,,,,login,True,UK
EVT-0128,2026-08-23 13:15:00,authentication,admin01,10.0.1.10,,,,login,True,UK
EVT-0349,2026-08-23 13:26:00,authentication,lwilson,10.0.1.10,,,,login,True,UK
EVT-0366,2026-08-23 13:31:32,network,,10.0.1.13,10.0.2.13,80.0,TCP,connection,True,
EVT-0294,2026-08-23 13:39:00,authentication,jsmith,10.0.1.13,,,,login,True,UK
EVT-0211,2026-08-23 13:40:00,authentication,lwilson,10.0.1.10,,,,login,True,UK
EVT-0187,2026-08-23 13:43:00,authentication,jsmith,10.0.1.13,,,,login,True,UK
EVT-0029,2026-08-23 13:51:00,authentication,jsmith,10.0.1.10,,,,login,True,UK
EVT-0365,2026-08-23 13:52:20,network,,10.0.1.14,10.0.2.12,53.0,TCP,connection,True,
EVT-0058,2026-08-23 13:59:00,authentication,mthomas,10.0.1.13,,,,login,False,UK
EVT-0551,2026-08-23 14:05:57,network,,10.0.1.10,10.0.2.11,22.0,TCP,connection,True,
EVT-0066,2026-08-23 14:17:00,authentication,jsmith,10.0.1.12,,,,login,False,UK
EVT-0268,2026-08-23 14:19:00,authentication,jsmith,10.0.1.11,,,,login,True,UK
EVT-0284,2026-08-23 14:21:00,authentication,mthomas,10.0.1.10,,,,login,True,UK
EVT-0167,2026-08-23 14:32:00,authentication,jsmith,10.0.1.10,,,,login,True,UK
EVT-0502,2026-08-23 14:33:30,network,,10.0.1.12,10.0.2.13,22.0,TCP,connection,True,
EVT-0247,2026-08-23 14:35:00,authentication,agarcia,10.0.1.14,,,,login,True,UK
EVT-0266,2026-08-23 14:44:00,authentication,lwilson,10.0.1.10,,,,login,True,UK
EVT-0107,2026-08-23 14:57:00,authentication,admin01,10.0.1.13,,,,login,True,UK
EVT-0201,2026-08-23 14:57:00,authentication,lwilson,10.0.1.11,,,,login,True,UK
EVT-0526,2026-08-23 15:13:51,network,,10.0.1.14,10.0.2.12,443.0,TCP,connection,True,
EVT-0428,2026-08-23 15:15:29,network,,10.0.1.12,10.0.2.11,80.0,TCP,connection,True,
EVT-0186,2026-08-23 15:16:00,authentication,jsmith,10.0.1.13,,,,login,True,UK
EVT-0207,2026-08-23 15:18:00,authentication,admin01,10.0.1.12,,,,login,True,UK
EVT-0438,2026-08-23 15:19:54,network,,10.0.1.11,10.0.2.13,22.0,TCP,connection,True,
EVT-0127,2026-08-23 15:30:00,authentication,lwilson,10.0.1.14,,,,login,True,UK
EVT-0188,2026-08-23 15:34:00,authentication,admin01,10.0.1.10,,,,login,False,UK
EVT-0108,2026-08-23 15:38:00,authentication,lwilson,10.0.1.13,,,,login,True,UK
EVT-0262,2026-08-23 15:42:00,authentication,lwilson,10.0.1.10,,,,login,True,UK
EVT-0496,2026-08-23 15:42:42,network,,10.0.1.12,10.0.2.11,22.0,TCP,connection,True,
EVT-0041,2026-08-23 15:46:00,authentication,mthomas,10.0.1.10,,,,login,False,UK
EVT-0541,2026-08-23 16:05:41,network,,10.0.1.12,10.0.2.12,22.0,TCP,connection,True,
EVT-0477,2026-08-23 16:06:08,network,,10.0.1.10,10.0.2.11,443.0,TCP,connection,True,
EVT-0676,2026-08-23 16:16:41,network,,10.0.1.12,10.0.2.11,53.0,TCP,connection,True,
EVT-0293,2026-08-23 16:34:00,authentication,jsmith,10.0.1.14,,,,login,True,UK
EVT-0123,2026-08-23 17:02:00,authentication,jsmith,10.0.1.13,,,,login,True,UK
EVT-0578,2026-08-23 17:20:05,network,,10.0.1.14,10.0.2.13,22.0,TCP,connection,True,
EVT-0537,2026-08-23 17:21:35,network,,10.0.1.14,10.0.2.11,443.0,TCP,connection,True,
EVT-0468,2026-08-23 18:01:13,network,,10.0.1.14,10.0.2.11,443.0,TCP,connection,True,
EVT-0472,2026-08-23 18:01:40,network,,10.0.1.12,10.0.2.13,443.0,TCP,connection,True,
EVT-0684,2026-08-23 18:23:16,network,,10.0.1.14,10.0.2.12,443.0,TCP,connection,True,
EVT-0486,2026-08-23 18:28:21,network,,10.0.1.13,10.0.2.11,80.0,TCP,connection,True,
EVT-0538,2026-08-23 18:57:43,network,,10.0.1.10,10.0.2.10,22.0,TCP,connection,True,
EVT-0495,2026-08-23 19:44:57,network,,10.0.1.14,10.0.2.10,22.0,TCP,connection,True,
EVT-0560,2026-08-23 20:32:18,network,,10.0.1.14,10.0.2.13,443.0,TCP,connection,True,
EVT-0530,2026-08-23 21:58:03,network,,10.0.1.12,10.0.2.11,53.0,TCP,connection,True,
EVT-0647,2026-08-23 22:11:10,network,,10.0.1.11,10.0.2.11,53.0,TCP,connection,True,
EVT-0595,2026-08-23 22:35:47,network,,10.0.1.14,10.0.2.11,22.0,TCP,connection,True,
EVT-0658,2026-08-23 23:54:44,network,,10.0.1.10,10.0.2.11,53.0,TCP,connection,True,
EVT-0577,2026-08-24 00:02:25,network,,10.0.1.10,10.0.2.13,80.0,TCP,connection,True,
EVT-0644,2026-08-24 02:14:35,network,,10.0.1.10,10.0.2.13,443.0,TCP,connection,True,
EVT-0358,2026-08-24 02:26:39,network,,10.0.1.10,10.0.2.13,80.0,TCP,connection,True,
EVT-0443,2026-08-24 02:46:42,network,,10.0.1.14,10.0.2.11,443.0,TCP,connection,True,
EVT-0649,2026-08-24 03:16:20,network,,10.0.1.10,10.0.2.10,443.0,TCP,connection,True,
EVT-0373,2026-08-24 03:43:39,network,,10.0.1.10,10.0.2.11,22.0,TCP,connection,True,
EVT-0670,2026-08-24 05:00:30,network,,10.0.1.11,10.0.2.11,22.0,TCP,connection,True,
EVT-0383,2026-08-24 05:15:02,network,,10.0.1.14,10.0.2.10,53.0,TCP,connection,True,
EVT-0554,2026-08-24 05:56:19,network,,10.0.1.11,10.0.2.11,443.0,TCP,connection,True,
EVT-0651,2026-08-24 06:39:37,network,,10.0.1.14,10.0.2.13,22.0,TCP,connection,True,
EVT-0643,2026-08-24 06:42:06,network,,10.0.1.10,10.0.2.12,443.0,TCP,connection,True,
EVT-0592,2026-08-24 06:44:38,network,,10.0.1.10,10.0.2.11,80.0,TCP,connection,True,
EVT-0509,2026-08-24 06:51:50,network,,10.0.1.10,10.0.2.10,53.0,TCP,connection,True,
EVT-0501,2026-08-24 07:09:22,network,,10.0.1.12,10.0.2.12,443.0,TCP,connection,True,
